BUSINESS_ID,MICROSITE_ACCOUNT_NUMBER,ACCOUNT_REGISTRATION_DATE,ADDRESS_ID,SOURCE_MERCHANT_ID,BUSINESS_TYPE,KYB_APPROVED_FLAG_MICROSITE,KYB_APPROVED_FLAG_SITE,KYB_STATUS,FULL_LEGAL_BUSINESS_NAME,BUSINESS_ACTIVITY_TYPE,BUSINESS_REGISTRATION_DATE,BUSINESS_BANK_NAME,PARTING_WAYS_FLAG,EDD_FLAG,STANDARD_EDD_FLAG_UPDATED_DATE,LOCAL_EDD_FLAG_UPDATED_DATE,PEP_FLAG,STANDARD_PEP_FLAG_UPDATED_DATE,LOCAL_PEP_FLAG_UPDATED_DATE,ENTITY_LIST_RESTRICTION_STATUS,ENTITY_LIST_RESTRICTION_DATE,RISK_LEVEL_INDICATOR,STANDARD_KYB_APPROVED_DATE,LOCAL_KYB_APPROVED_DATE,ROW_CREATED_TIMESTAMP,ROW_UPDATED_TIMESTAMP
4009304205,54004901747,2/14/2011,90729935207,12086208885,CORPORATION,TRUE,FALSE,In-Progress,Realcube,Sub-Industry,6/19/1982,BKF,red,FALSE,4/24/2017,12/5/2019,In-Active,6/7/2018,5/26/2018,Yes,2/16/2015,Low,1/12/2011,5/31/2008,11/24/2003 05:33:00,05/04/2019 23:10:00
84028507481,80058502708,12/11/2013,44819690400,22056201565,GOVERNMENT,TRUE,TRUE,Rejected,Babblestorm,Sub-Industry,4/7/1999,ATB,green,TRUE,8/28/2015,8/24/2017,Active,4/7/2018,5/16/2020,No,12/31/2020,Medium,1/4/2009,7/22/2003,06/18/2005 13:56:00,01/25/2019 14:04:00
42072206025,73050703298,10/11/2017,11420629808,40082503124,GOVERNMENT,TRUE,FALSE,Approved,Ooba,Child,4/15/2003,VEK,red,FALSE,10/8/2020,10/1/2017,Active,12/9/2018,11/7/2020,Yes,9/7/2015,Ultra High,9/7/2005,12/1/2004,05/17/2011 10:24:00,09/29/2017 02:15:00
45082106896,89045503570,10/30/2016,7257435801,94024904216,NONPROFIT,TRUE,TRUE,Rejected,Yozio,Parent,5/31/2010,NR BANK,green,FALSE,6/23/2017,4/26/2016,In-Active,11/13/2017,10/20/2020,No,7/24/2015,Low,9/3/2018,8/18/2005,03/20/2012 04:57:00,07/02/2019 21:30:00
62030907613,45076201209,10/16/2005,86962540007,96026007706,LIMITED_PARTNERSHIP,FALSE,FALSE,Submitted,Innotype,Sub-Industry,6/13/2004,BGF,red,TRUE,9/7/2020,8/13/2015,In-Active,1/14/2021,6/17/2020,No,2/28/2016,High,7/29/2003,4/27/2011,01/03/2019 05:49:00,06/27/2018 11:57:00
22007005107,39031604801,2/21/2010,27691203807,27021205237,CORPORATION,TRUE,TRUE,Approved,Meevee,Parent,7/12/2020,NAITOV,blue,TRUE,11/24/2020,8/18/2019,In-Active,7/22/2018,7/23/2020,No,8/19/2018,Low,1/21/2010,8/25/2020,01/01/2015 06:53:00,09/25/2018 12:29:00
48036909413,80064504810,4/11/2004,31246768400,44097300086,NONPROFIT,FALSE,FALSE,Approved,Kwimbee,Sub-Industry,1/19/2013,BKF,green,TRUE,5/18/2018,9/28/2020,Active,3/19/2018,8/23/2020,No,4/30/2010,Ultra High,9/6/2009,10/6/2005,04/06/2002 20:23:00,12/11/2019 12:03:00
17004809534,34040706736,9/10/2020,35065978804,81094509759,LLC,FALSE,FALSE,Rejected,Skimia,Parent,3/25/2007,BKF,blue,FALSE,7/21/2017,2/25/2016,Active,1/3/2020,11/15/2017,Yes,3/23/2013,Medium,8/13/2012,3/25/2007,10/07/2011 18:07:00,10/19/2018 06:29:00
33099600301,69072109618,8/31/2013,41079937404,31014004763,LIMITED_PARTNERSHIP,FALSE,TRUE,In-Progress,Talane,Customer,5/11/1993,Dalena,red,FALSE,11/6/2020,1/15/2016,Active,1/4/2021,8/3/2020,No,9/11/2012,Low,1/20/2012,7/28/2012,06/28/2015 16:07:00,07/25/2018 05:22:00
64083106536,72021204107,4/30/2014,62781507000,69058605240,NONPROFIT,TRUE,FALSE,In-Progress,Browsezoom,Industry,10/15/1988,DOM BANK,green,FALSE,8/3/2020,1/9/2018,In-Active,12/31/2017,3/28/2020,Yes,5/7/2011,Low,10/26/2005,9/19/2007,01/31/2019 22:25:00,07/22/2020 00:20:00
38026505754,71064205546,5/4/2014,81957672507,97076907558,CORPORATION,TRUE,TRUE,In-Progress,Ailane,Trust,11/30/1983,IS Bank,green,FALSE,7/17/2015,9/3/2017,In-Active,3/28/2018,6/23/2017,No,11/18/2015,Medium,10/27/2014,7/21/2008,11/20/2013 06:04:00,05/29/2018 00:30:00
46031704638,89086109046,12/5/2009,7732223302,15040400831,CORPORATION,FALSE,TRUE,Rejected,Zoomdog,Sub-Industry,9/17/2007,Globus,green,FALSE,4/15/2019,10/2/2018,In-Active,6/3/2020,4/14/2018,No,8/16/2020,Low,8/4/2007,9/7/2015,11/06/2018 12:02:00,02/09/2020 07:55:00
67046309017,9006720,11/18/2000,77241130500,24067507215,CORPORATION,TRUE,FALSE,Submitted,Chatterpoint,Trust,6/11/1980,VIKING,orange,TRUE,7/17/2016,2/6/2015,In-Active,2/10/2017,11/30/2019,Yes,10/16/2012,High,2/1/2014,1/7/2018,08/31/2004 01:07:00,02/22/2019 20:38:00
69080504153,47085504626,1/24/2003,50493304008,47007708774,NONPROFIT,TRUE,TRUE,Rejected,Thoughtstorm,Customer,11/16/1991,IS Bank,orange,TRUE,1/26/2019,6/21/2020,In-Active,6/13/2020,2/2/2018,Yes,7/23/2016,Low,6/29/2014,8/9/2010,05/07/2007 04:35:00,03/26/2017 20:25:00
55052103704,73042209015,5/16/2004,35246601805,11030806015,LIMITED_PARTNERSHIP,FALSE,TRUE,Rejected,JumpXS,Customer,6/11/1980,Bank Zenit,red,FALSE,9/7/2020,7/28/2020,Active,8/2/2019,10/1/2018,No,11/30/2020,Low,4/17/2016,11/14/2009,02/19/2012 22:24:00,09/17/2016 23:58:00
44043900257,58042005981,8/10/2008,45063568209,23066807966,NONPROFIT,TRUE,TRUE,Approved,Zoonder,Parent,8/25/2018,NOVOKIB,orange,TRUE,2/18/2019,3/5/2020,Active,7/6/2020,6/8/2017,No,1/21/2020,Low,8/27/2013,12/3/2008,10/17/2013 18:52:00,11/19/2017 00:27:00
21011904281,6091109455,2/10/2011,82816401504,64086808731,CORPORATION,FALSE,FALSE,Rejected,Browseblab,Parent,3/18/1998,Avangard,red,FALSE,12/28/2015,1/12/2017,In-Active,6/14/2018,6/2/2020,No,9/18/2011,Low,4/21/2017,1/26/2020,06/21/2004 23:59:00,09/02/2017 15:41:00
88093308666,54070508418,1/17/2009,32063389005,88008308626,GOVERNMENT,TRUE,FALSE,Submitted,Skippad,Trust,9/29/1984,KANSKII,green,TRUE,3/10/2015,4/29/2020,In-Active,2/19/2017,7/11/2017,No,4/12/2018,Low,2/20/2003,3/16/2015,06/06/2002 11:37:00,09/16/2020 14:44:00
47054101761,77040109060,3/31/2013,46355499107,13032000176,NONPROFIT,FALSE,FALSE,Rejected,Reallinks,Industry,3/7/1989,AK Bars,red,TRUE,11/28/2017,3/31/2019,In-Active,10/17/2019,10/25/2019,No,1/12/2018,Ultra High,7/21/2018,4/2/2017,09/06/2009 09:52:00,11/28/2020 02:58:00
11086005140,72046003586,4/27/2009,88835934800,9006907859,NONPROFIT,TRUE,TRUE,In-Progress,Mymm,Sub-Industry,11/9/2019,Bank of Moscow,red,TRUE,2/25/2015,11/5/2017,In-Active,5/23/2020,12/2/2019,No,2/18/2014,Medium,5/7/2017,5/19/2011,04/16/2018 07:59:00,04/22/2016 16:31:00
6301987,47081400668,12/11/2016,62124513308,83004208539,LLC,FALSE,FALSE,In-Progress,Twitterbeat,Trust,2/16/1980,MBHHS,red,FALSE,12/29/2017,2/1/2019,Active,9/11/2020,2/8/2017,Yes,9/2/2016,Medium,2/24/2007,11/21/2010,07/03/2004 19:11:00,04/01/2020 04:35:00
24072502422,88053401712,7/12/2000,12229278002,38070000981,LLC,TRUE,FALSE,Rejected,Dabtype,Child,4/26/1985,VTB,orange,FALSE,6/20/2018,8/8/2016,In-Active,3/6/2019,6/5/2017,No,5/6/2012,Low,8/16/2006,11/1/2016,03/01/2018 17:07:00,09/19/2018 09:35:00
64007905359,36016504661,8/2/2009,28130116900,17052806028,GOVERNMENT,TRUE,FALSE,In-Progress,Photobean,Customer,11/25/2007,MAIMA,orange,TRUE,6/20/2018,3/28/2020,Active,1/26/2018,10/7/2018,Yes,2/21/2012,Medium,8/25/2018,3/14/2015,02/02/2002 03:46:00,03/01/2016 18:17:00
45056409392,17086705227,8/28/2009,14970527805,27066106634,NONPROFIT,TRUE,TRUE,Submitted,Browseblab,Sub-Industry,4/22/1994,NAITOV,orange,FALSE,4/4/2016,4/27/2020,Active,2/25/2018,4/13/2020,No,7/12/2016,Ultra High,12/20/2005,11/15/2019,08/16/2005 02:04:00,06/29/2017 12:42:00
22012309074,87095606392,1/22/2004,75898337003,16047005058,CORPORATION,TRUE,TRUE,Submitted,Leenti,Child,4/30/1997,KANSKII,blue,TRUE,7/22/2018,5/12/2020,In-Active,2/23/2020,4/19/2020,No,5/3/2012,Ultra High,9/28/2009,4/6/2006,05/12/2014 01:41:00,05/23/2019 12:10:00
35089104073,82023607908,11/21/2009,91271816903,20014505981,CORPORATION,TRUE,FALSE,Rejected,Tekfly,Trust,3/18/2019,LAKMA,red,TRUE,4/5/2019,2/22/2015,In-Active,8/26/2019,1/29/2019,No,4/28/2010,High,4/27/2008,6/18/2008,09/12/2008 16:22:00,09/21/2020 13:23:00
4063404669,11092907717,7/14/2007,57835877700,53092508035,CORPORATION,FALSE,FALSE,In-Progress,Vidoo,Parent,9/25/2016,NOVOKIB,orange,TRUE,5/16/2017,12/16/2016,Active,7/5/2018,2/7/2020,Yes,11/24/2014,Ultra High,5/9/2005,5/28/2009,01/29/2012 01:15:00,12/30/2016 14:53:00
80004409695,66083801310,9/12/2003,55667794009,58059308194,LIMITED_PARTNERSHIP,FALSE,FALSE,In-Progress,Flashpoint,Sub-Industry,4/13/2003,AK Bars,orange,FALSE,3/5/2018,7/16/2018,In-Active,6/22/2017,8/4/2020,Yes,4/8/2020,Medium,10/21/2020,5/29/2015,10/29/2017 14:52:00,01/28/2020 12:32:00
8033404121,30013809439,2/18/2001,52221170703,80085901401,LIMITED_PARTNERSHIP,FALSE,TRUE,Submitted,Trudeo,Customer,1/29/1999,AKIBANK,orange,TRUE,3/5/2019,11/25/2016,Active,3/20/2017,6/22/2020,No,11/14/2020,High,8/5/2016,6/25/2009,02/01/2008 02:56:00,10/03/2019 05:35:00
91070104297,93060004939,8/4/2007,38434242401,27071807134,LLC,FALSE,TRUE,Approved,Muxo,Parent,12/16/1978,LAKMA,blue,FALSE,9/14/2020,1/19/2021,In-Active,11/15/2017,7/11/2018,Yes,4/14/2020,Medium,9/2/2007,4/27/2017,12/15/2008 15:05:00,07/14/2020 12:39:00
32028700311,99012602419,1/20/2002,44391239307,89062106883,GOVERNMENT,FALSE,TRUE,In-Progress,Babblestorm,Child,10/28/1986,METROBANK,green,TRUE,6/21/2020,1/22/2020,In-Active,7/26/2018,8/20/2017,No,8/28/2015,Medium,11/19/2012,11/29/2018,10/17/2012 00:24:00,09/17/2016 19:03:00
96094003796,12023707462,1/3/2016,76630019802,23056905647,GOVERNMENT,FALSE,FALSE,Submitted,Realcube,Parent,12/4/2007,Bank of Moscow,blue,FALSE,3/12/2015,10/16/2019,In-Active,1/6/2021,2/6/2019,Yes,3/23/2020,High,10/12/2010,1/27/2012,05/02/2010 10:05:00,01/03/2019 20:01:00
93041707115,99014005469,12/19/2013,55708360200,12074401957,LIMITED_PARTNERSHIP,FALSE,TRUE,Approved,Feedmix,Child,5/10/1985,MIGROS,blue,FALSE,9/25/2015,4/4/2020,Active,6/13/2017,4/7/2020,No,12/4/2017,Medium,11/30/2014,11/1/2019,05/15/2014 18:26:00,09/21/2018 02:41:00
18051903448,29071700268,9/8/2020,65758360907,71096606084,CORPORATION,FALSE,TRUE,Approved,Centidel,Industry,11/21/1986,AK Bars,orange,FALSE,11/20/2020,9/13/2019,In-Active,3/20/2019,4/27/2019,Yes,6/8/2013,Medium,4/27/2020,4/22/2017,06/02/2008 15:21:00,05/12/2017 22:57:00
87059508591,33026700111,11/16/2008,68708077100,69014300806,LLC,TRUE,FALSE,Approved,Voomm,Industry,5/26/2011,VIKING,blue,FALSE,5/29/2016,8/9/2018,In-Active,10/14/2018,10/18/2017,No,8/25/2016,Medium,6/17/2006,11/20/2015,08/28/2004 15:57:00,08/27/2020 02:19:00
26091609071,54032806590,9/7/2013,50491644403,69082207617,GOVERNMENT,TRUE,FALSE,Submitted,Quaxo,Sub-Industry,10/24/2005,agroros,orange,FALSE,8/13/2020,8/21/2020,In-Active,5/28/2020,10/7/2020,Yes,11/20/2014,Low,4/27/2013,1/18/2006,09/21/2004 21:15:00,02/22/2016 17:37:00
99010402474,59032702174,7/10/2015,46854162600,91010006301,LIMITED_PARTNERSHIP,FALSE,FALSE,Rejected,Fivespan,Parent,3/14/1996,DOM BANK,orange,FALSE,5/28/2015,3/17/2018,Active,3/11/2020,5/7/2019,No,5/11/2018,Low,2/9/2014,2/23/2005,03/19/2011 21:56:00,01/25/2018 11:05:00
72043500909,75010308364,11/7/2012,30401046106,78026805371,LLC,TRUE,TRUE,Rejected,Kare,Trust,1/6/2005,Gazbank,green,FALSE,1/15/2016,5/29/2018,In-Active,6/4/2020,6/28/2017,No,11/23/2011,Low,3/29/2006,9/12/2003,09/15/2009 23:11:00,03/04/2017 05:38:00
58072605755,2092902132,8/29/2002,68976200303,97605417,LLC,FALSE,FALSE,Rejected,Jetwire,Customer,10/17/1998,Gazbank,red,FALSE,10/4/2018,12/31/2016,Active,11/2/2019,1/6/2019,No,6/2/2020,High,8/15/2016,9/22/2013,05/20/2016 15:14:00,12/11/2017 04:47:00
94031707633,19099407469,3/14/2008,82422661704,31032606406,CORPORATION,TRUE,FALSE,Rejected,Oozz,Parent,7/16/1978,BGF,red,TRUE,9/26/2016,6/20/2019,Active,6/28/2018,6/14/2017,Yes,9/10/2016,Ultra High,8/25/2015,11/14/2020,03/22/2009 15:09:00,02/27/2019 17:41:00
15040200366,66005608869,7/13/2018,65034414600,81040809205,LIMITED_PARTNERSHIP,TRUE,FALSE,In-Progress,Yodo,Customer,8/17/1980,KANSKII,orange,FALSE,8/11/2015,3/16/2017,In-Active,7/13/2018,10/14/2017,No,9/2/2013,Medium,11/11/2007,5/31/2017,02/14/2019 18:34:00,08/05/2016 19:12:00
44028000434,47036200743,10/13/2002,60340899300,17063000673,LIMITED_PARTNERSHIP,FALSE,FALSE,Rejected,Feedfire,Customer,12/4/1997,NR BANK,blue,TRUE,1/30/2020,1/11/2019,In-Active,7/29/2018,1/31/2017,No,4/4/2011,Ultra High,8/27/2004,12/2/2015,11/13/2010 16:42:00,10/20/2020 23:46:00
68044404775,5072308080,1/14/2009,4017517901,30018807118,CORPORATION,TRUE,FALSE,Approved,Trudoo,Trust,2/21/1997,NS BANK,blue,TRUE,10/5/2016,7/5/2017,Active,5/24/2019,1/3/2020,No,5/1/2010,Ultra High,1/10/2010,6/8/2019,06/21/2014 19:40:00,07/20/2018 17:02:00
43084102366,95091300297,6/30/2017,13971853706,96067102842,NONPROFIT,FALSE,TRUE,In-Progress,Wordify,Child,11/6/1996,Integral,red,TRUE,3/31/2015,5/15/2015,In-Active,9/23/2019,4/5/2018,Yes,10/13/2010,Medium,8/1/2017,5/14/2004,06/28/2003 13:12:00,08/01/2017 09:21:00
47030900866,89060805704,3/31/2015,97285782405,25025004914,CORPORATION,FALSE,TRUE,In-Progress,Lazzy,Trust,4/10/1998,agroros,red,TRUE,7/9/2016,6/3/2016,In-Active,1/17/2019,10/28/2017,Yes,4/18/2020,Medium,5/16/2017,2/23/2004,01/04/2013 01:00:00,12/29/2020 06:39:00
68002305445,87082808624,3/8/2018,51893637400,38024802067,LIMITED_PARTNERSHIP,TRUE,TRUE,Approved,Zoovu,Trust,2/12/2017,Dalena,orange,FALSE,2/1/2017,11/3/2018,Active,3/11/2019,12/25/2017,Yes,1/28/2018,Ultra High,7/7/2019,11/15/2003,02/16/2006 20:11:00,01/10/2019 00:40:00
62095109716,29020904544,3/17/2009,8629835804,58034906501,LLC,TRUE,TRUE,Approved,Kwideo,Sub-Industry,7/28/1994,KAURI,blue,TRUE,1/1/2019,12/8/2016,Active,8/23/2020,10/6/2019,Yes,8/3/2016,High,3/8/2003,12/24/2014,12/23/2018 08:49:00,07/14/2018 23:34:00
92049503840,7000709443,3/13/2004,70977739807,63064101091,CORPORATION,FALSE,FALSE,Submitted,Photofeed,Trust,7/31/2009,MAIMA,green,TRUE,6/4/2017,10/30/2017,Active,4/21/2017,8/19/2019,Yes,3/20/2020,Low,1/28/2014,10/2/2014,11/22/2000 06:15:00,03/20/2018 05:44:00
83036101670,38075907938,12/17/2003,37017072403,9034204768,CORPORATION,FALSE,TRUE,In-Progress,Wikizz,Sub-Industry,11/28/1999,NAITOV,green,TRUE,6/22/2017,6/10/2015,In-Active,4/10/2018,10/30/2018,Yes,12/9/2020,Medium,1/13/2011,11/2/2003,02/25/2004 21:47:00,06/29/2019 07:35:00
46064409026,87043408017,10/6/2013,26247455103,70078105778,NONPROFIT,FALSE,TRUE,Submitted,Brainsphere,Child,12/19/2003,AKIBANK,red,FALSE,7/28/2020,6/5/2015,In-Active,5/11/2017,6/10/2018,Yes,12/3/2014,Medium,5/19/2003,10/24/2020,08/22/2013 23:31:00,06/10/2020 18:36:00
68056505756,48088008063,12/10/2012,1795986708,60012901077,LLC,FALSE,FALSE,Submitted,Skyble,Parent,11/28/1995,KAPITAL,green,FALSE,12/6/2015,6/23/2020,In-Active,2/26/2020,7/22/2020,No,1/27/2018,Low,12/17/2020,1/2/2019,04/09/2001 00:31:00,06/28/2018 03:55:00
8066400100,84088701316,9/25/2004,7092893607,14056609578,GOVERNMENT,TRUE,FALSE,Approved,Demivee,Industry,8/8/2007,DOM BANK,red,FALSE,7/9/2017,10/20/2019,In-Active,1/2/2020,1/26/2020,Yes,1/19/2018,Low,1/27/2019,2/16/2014,10/09/2013 13:07:00,05/26/2018 10:44:00
31087804228,52041909566,10/24/2019,14651077602,89072601599,CORPORATION,FALSE,TRUE,Rejected,Fiveclub,Child,4/19/1990,KANSKII,red,TRUE,4/4/2019,10/5/2015,Active,6/8/2020,3/17/2018,No,5/16/2015,Ultra High,8/11/2020,6/13/2013,07/23/2014 22:46:00,04/03/2020 20:25:00
20074104153,38038905962,10/24/2002,88781349601,98072604170,NONPROFIT,TRUE,TRUE,Submitted,Ooba,Parent,3/5/2017,NS BANK,red,TRUE,1/19/2017,3/21/2019,In-Active,3/2/2020,3/2/2018,No,8/14/2011,Medium,2/3/2018,3/13/2007,02/11/2011 19:06:00,09/08/2019 07:14:00
6013304789,73091300563,11/10/2006,19750368803,10027005732,NONPROFIT,FALSE,TRUE,Submitted,Aimbo,Trust,7/5/1987,VEK,red,TRUE,9/6/2018,7/1/2017,Active,9/10/2019,9/24/2019,Yes,1/8/2021,Low,9/13/2010,7/29/2020,03/25/2008 01:25:00,06/15/2016 05:31:00
26072803190,23007905871,3/25/2013,26311451708,44044207988,CORPORATION,TRUE,TRUE,Rejected,Photolist,Industry,4/9/2018,LAKMA,green,FALSE,12/20/2017,3/29/2016,In-Active,8/27/2018,5/18/2017,No,8/13/2012,Medium,11/4/2015,11/11/2008,02/21/2006 15:12:00,02/23/2016 05:25:00
25039403109,41086202999,4/10/2000,21369816401,80028207680,NONPROFIT,FALSE,TRUE,Submitted,Talane,Industry,11/24/1983,Gazbank,orange,TRUE,11/14/2020,5/28/2015,In-Active,11/17/2019,9/29/2019,No,11/12/2014,Ultra High,3/6/2008,7/1/2005,01/31/2000 00:16:00,01/26/2020 19:35:00
35032203109,54085700529,7/10/2010,71177073909,76023607529,NONPROFIT,FALSE,TRUE,In-Progress,Tavu,Sub-Industry,3/28/2001,ATB,green,TRUE,4/12/2017,2/22/2016,Active,1/30/2019,6/4/2019,Yes,4/1/2017,Low,8/25/2003,4/30/2012,12/05/2011 06:01:00,08/10/2017 23:09:00
28093207889,23093008388,6/12/2018,54534489101,72059604296,NONPROFIT,FALSE,TRUE,Rejected,Voonix,Customer,4/7/2012,BRB Bank,orange,FALSE,3/13/2017,2/16/2017,In-Active,11/15/2018,7/18/2018,Yes,10/26/2012,Ultra High,4/16/2007,1/2/2015,07/23/2014 09:54:00,01/14/2021 18:59:00
32059003677,91098401522,12/13/2019,75492836103,89031301275,GOVERNMENT,TRUE,FALSE,Rejected,Yotz,Sub-Industry,8/28/2007,Bank of Moscow,red,TRUE,5/18/2017,11/2/2020,In-Active,3/26/2018,6/30/2017,Yes,1/24/2012,Medium,2/12/2008,11/21/2005,10/29/2017 21:37:00,06/19/2020 00:02:00
63079802810,50017003278,2/21/2002,46561452101,2000505312,LLC,TRUE,TRUE,Submitted,Jatri,Industry,7/9/2011,VTB,red,TRUE,4/21/2019,11/16/2020,In-Active,6/21/2019,3/28/2018,No,8/17/2017,Low,4/22/2003,5/8/2019,09/17/2019 16:12:00,01/15/2018 13:43:00
93054202780,92026609936,4/21/2019,39990474002,87074800523,LIMITED_PARTNERSHIP,TRUE,TRUE,Rejected,Kwinu,Child,4/28/1980,Integral,blue,FALSE,5/17/2015,7/15/2015,Active,2/20/2019,3/29/2017,Yes,6/8/2017,High,1/15/2020,9/4/2003,04/28/2011 04:49:00,05/05/2016 06:23:00
84019307363,99034209105,8/27/2011,90126236903,94002607140,CORPORATION,FALSE,TRUE,In-Progress,Dabshots,Parent,12/29/2010,MBHHS,green,TRUE,12/9/2017,10/13/2019,In-Active,1/25/2017,11/7/2020,Yes,1/4/2019,Low,6/24/2009,12/27/2010,09/30/2002 02:01:00,04/24/2016 18:22:00
87089603928,22070600260,8/15/2000,30011880300,12084903188,LLC,FALSE,TRUE,Submitted,Fivespan,Industry,3/4/2017,Avangard,blue,TRUE,10/29/2018,6/7/2015,In-Active,12/27/2018,9/18/2018,No,3/15/2010,Low,9/20/2004,4/18/2011,10/30/2015 07:43:00,06/27/2016 15:09:00
70032706213,29034509192,8/29/2008,60132363103,71065902522,LLC,FALSE,TRUE,Approved,Kamba,Child,4/27/2000,VTB,blue,FALSE,3/1/2019,3/18/2016,In-Active,3/6/2018,11/2/2017,No,1/29/2018,High,5/14/2010,6/1/2014,03/21/2002 11:59:00,02/03/2018 07:41:00
11087506810,76013800884,2/22/2004,61849248707,94003504448,LLC,FALSE,FALSE,Rejected,Gigabox,Customer,3/21/2006,VOKBANK,blue,FALSE,11/14/2016,11/12/2015,Active,6/6/2020,2/17/2020,No,11/3/2012,High,9/12/2016,12/19/2004,10/26/2004 16:26:00,08/21/2016 19:10:00
76065909756,50021902610,3/10/2001,78871502604,81057404108,NONPROFIT,FALSE,FALSE,In-Progress,Gigazoom,Customer,7/19/1983,AKIBANK,red,TRUE,1/23/2019,4/26/2018,Active,11/20/2019,4/30/2017,Yes,10/27/2018,Low,5/14/2006,10/14/2005,03/17/2009 20:20:00,12/30/2016 08:55:00
58029207154,22061205375,7/17/2015,20476838704,85023103316,NONPROFIT,FALSE,FALSE,Rejected,Jaxspan,Trust,7/8/1984,NAITOV,green,FALSE,9/20/2016,7/1/2019,Active,9/9/2020,8/30/2018,Yes,6/20/2013,Ultra High,12/27/2016,9/14/2008,06/14/2007 17:04:00,09/23/2017 02:59:00
11011103093,22013806516,9/2/2009,63540419308,22081709264,CORPORATION,TRUE,FALSE,Approved,Gabspot,Parent,11/23/2015,MIGROS,orange,TRUE,8/26/2019,10/12/2020,Active,4/29/2020,10/19/2017,No,3/18/2011,Ultra High,8/12/2012,11/4/2020,10/18/2017 23:47:00,01/16/2017 14:33:00
73039007664,20070807466,7/7/2007,49909302508,81010701050,LIMITED_PARTNERSHIP,FALSE,FALSE,In-Progress,Linktype,Customer,12/12/1993,MBHHS,red,TRUE,8/18/2020,1/31/2020,In-Active,12/11/2020,4/13/2018,Yes,10/30/2017,High,8/3/2019,3/1/2008,10/11/2006 10:06:00,09/14/2018 11:30:00
19076201228,63041800704,9/28/2005,81835742907,40083605986,LLC,TRUE,TRUE,Rejected,Twitterbridge,Trust,11/28/2004,KOR,red,TRUE,12/18/2019,3/6/2017,Active,12/2/2017,12/22/2018,No,2/1/2013,Medium,1/13/2020,2/4/2020,07/21/2008 19:26:00,04/03/2020 03:08:00
54049504068,55061901225,7/7/2017,55003628502,63005678,NONPROFIT,FALSE,FALSE,Rejected,Flipbug,Child,2/25/2014,Bank Zenit,orange,FALSE,9/29/2016,7/27/2017,In-Active,4/8/2018,11/1/2018,Yes,8/8/2020,High,1/13/2005,6/11/2003,09/24/2013 18:59:00,07/27/2016 06:03:00
53073005151,66077805855,12/29/2000,85843842806,83004606363,GOVERNMENT,FALSE,TRUE,Approved,Babbleblab,Trust,3/21/1999,agroros,orange,FALSE,9/16/2015,4/4/2015,In-Active,6/14/2019,4/30/2019,No,6/18/2016,High,11/28/2008,3/22/2011,11/13/2008 15:59:00,07/31/2017 03:18:00
74020306592,57016403003,11/9/2011,51645275601,71029202117,NONPROFIT,TRUE,FALSE,Rejected,Tavu,Trust,2/16/2001,VOKBANK,orange,TRUE,11/14/2017,11/28/2019,In-Active,7/27/2020,1/23/2020,No,6/8/2019,Ultra High,1/16/2010,1/9/2016,08/04/2002 17:29:00,08/29/2018 21:51:00
25072701297,28053001696,6/28/2005,62632372807,64002309435,LLC,FALSE,TRUE,Rejected,Feedbug,Industry,4/12/1994,Integral,green,FALSE,12/23/2015,4/18/2016,Active,4/18/2020,4/24/2017,Yes,11/23/2013,High,12/25/2011,6/15/2017,09/09/2013 22:30:00,06/21/2018 11:39:00
50086804636,63004307067,7/13/2005,80196964400,90041707501,LLC,FALSE,FALSE,Approved,Quimba,Trust,8/22/2013,agroros,blue,FALSE,11/22/2016,9/3/2018,In-Active,11/16/2017,9/13/2020,No,12/4/2016,High,6/21/2020,7/3/2011,10/16/2010 14:53:00,10/22/2017 04:05:00
67081003984,68009702973,12/9/2011,52407412407,60000507626,NONPROFIT,TRUE,TRUE,Rejected,Minyx,Industry,3/4/1985,MBHHS,green,FALSE,10/13/2015,12/28/2019,Active,12/27/2019,7/3/2018,Yes,3/24/2019,High,2/21/2016,3/10/2009,12/30/2014 12:43:00,04/10/2018 14:15:00
21092002750,10068103317,2/16/2019,83762888006,21052706623,LLC,FALSE,TRUE,Rejected,Demizz,Parent,9/22/2009,Gazbank,blue,FALSE,7/26/2020,9/25/2019,In-Active,6/16/2017,4/24/2017,Yes,8/28/2020,Low,5/12/2003,4/3/2003,01/30/2019 03:24:00,04/06/2018 22:17:00
79034909597,59028005724,3/5/2014,84322638707,92015700621,LLC,FALSE,FALSE,In-Progress,Avavee,Customer,10/29/1992,BGF,blue,TRUE,1/3/2019,2/13/2015,In-Active,12/16/2020,12/18/2017,Yes,9/24/2017,Low,11/7/2013,12/16/2004,12/04/2010 03:32:00,02/20/2020 06:00:00
49080001257,85055903813,8/27/2007,51348992704,60017005538,LIMITED_PARTNERSHIP,FALSE,TRUE,Rejected,Meevee,Sub-Industry,12/19/2001,Globus,blue,FALSE,12/30/2017,8/22/2019,In-Active,7/6/2020,7/12/2019,No,4/1/2013,High,6/11/2017,7/3/2012,04/20/2017 07:14:00,09/07/2020 17:52:00
88013402235,23012607040,10/6/2016,63971165900,4007002847,CORPORATION,FALSE,TRUE,Approved,DabZ,Trust,7/2/1983,BKF,orange,TRUE,3/28/2019,2/29/2016,In-Active,11/29/2019,12/9/2020,Yes,2/29/2020,Low,2/9/2017,12/23/2006,01/08/2010 08:27:00,03/24/2016 22:02:00
